"wwf_terr_ecos","current","1.5_AVOID50R85_2024_tenth_min","1.5_AVOID50R85_2024_fiftieth_min","1.5_AVOID50R85_2024_ninetieth_min","2.0_AVOID50R26_2084_tenth_min","2.0_AVOID50R26_2084_fiftieth_min","2.0_AVOID50R26_2084_ninetieth_min","2.7_AVOID50R45_2084_tenth_min","2.7_AVOID50R45_2084_fiftieth_min","2.7_AVOID50R45_2084_ninetieth_min","3.2_AVOID50R60_2084_tenth_min","3.2_AVOID50R60_2084_fiftieth_min","3.2_AVOID50R60_2084_ninetieth_min","4.5_AVOID50R85_2084_tenth_min","4.5_AVOID50R85_2084_fiftieth_min","4.5_AVOID50R85_2084_ninetieth_min","6.0_AVOID90R85_2084_tenth_min","6.0_AVOID90R85_2084_fiftieth_min","6.0_AVOID90R85_2084_ninetieth_min","current.1","1.5_AVOID50R85_2024_tenth_max","1.5_AVOID50R85_2024_fiftieth_max","1.5_AVOID50R85_2024_ninetieth_max","2.0_AVOID50R26_2084_tenth_max","2.0_AVOID50R26_2084_fiftieth_max","2.0_AVOID50R26_2084_ninetieth_max","2.7_AVOID50R45_2084_tenth_max","2.7_AVOID50R45_2084_fiftieth_max","2.7_AVOID50R45_2084_ninetieth_max","3.2_AVOID50R60_2084_tenth_max","3.2_AVOID50R60_2084_fiftieth_max","3.2_AVOID50R60_2084_ninetieth_max","4.5_AVOID50R85_2084_tenth_max","4.5_AVOID50R85_2084_fiftieth_max","4.5_AVOID50R85_2084_ninetieth_max","6.0_AVOID90R85_2084_tenth_max","6.0_AVOID90R85_2084_fiftieth_max","6.0_AVOID90R85_2084_ninetieth_max","current.2","1.5_AVOID50R85_2024_tenth_mean","1.5_AVOID50R85_2024_fiftieth_mean","1.5_AVOID50R85_2024_ninetieth_mean","2.0_AVOID50R26_2084_tenth_mean","2.0_AVOID50R26_2084_fiftieth_mean","2.0_AVOID50R26_2084_ninetieth_mean","2.7_AVOID50R45_2084_tenth_mean","2.7_AVOID50R45_2084_fiftieth_mean","2.7_AVOID50R45_2084_ninetieth_mean","3.2_AVOID50R60_2084_tenth_mean","3.2_AVOID50R60_2084_fiftieth_mean","3.2_AVOID50R60_2084_ninetieth_mean","4.5_AVOID50R85_2084_tenth_mean","4.5_AVOID50R85_2084_fiftieth_mean","4.5_AVOID50R85_2084_ninetieth_mean","6.0_AVOID90R85_2084_tenth_mean","6.0_AVOID90R85_2084_fiftieth_mean","6.0_AVOID90R85_2084_ninetieth_mean"
-9998,0.093,0.0683666666666667,0.0832,0.1029,0.0673866666666667,0.0874,0.1155,0.0731266666666667,0.0942,0.14544,0.0798066666666667,0.1077,0.161173333333333,0.0972866666666667,0.1369,0.20874,0.12292,0.1856,0.270246666666667,1.8904,1.7709,1.795,1.91213333333333,1.76129333333333,1.7973,1.94280666666667,1.74404,1.8028,1.98633333333333,1.73466666666667,1.8077,1.99304,1.7038,1.8195,1.99636,1.66147333333333,1.8369,2.03654,0.424381104422926,0.379079940678705,0.407123841926197,0.445464932391172,0.371995074587804,0.408630044490971,0.460035329320422,0.363604782343191,0.415476393614237,0.488303438890343,0.36089955509029,0.420358780423973,0.503028280554829,0.358784403733752,0.441541690656896,0.551702510686557,0.369835423536596,0.475605888510861,0.619016097007764
10101,0.0423,0.0475666666666667,0.0904,0.16662,0.05354,0.1149,0.2141,0.06706,0.1593,0.277833333333333,0.0737733333333333,0.1829,0.306646666666667,0.102946666666667,0.2539,0.39646,0.143,0.3407,0.49792,0.0797,0.07264,0.1228,0.210193333333333,0.0779066666666667,0.1468,0.262766666666667,0.0898933333333333,0.193,0.33652,0.09866,0.2185,0.3711,0.12596,0.3057,0.45666,0.163046666666667,0.4023,0.57016,0.0564333333333333,0.0582455555555556,0.106583333333333,0.197853333333333,0.0642211111111111,0.134333333333333,0.250241111111111,0.0759277777777778,0.182783333333333,0.31888,0.0827811111111111,0.207666666666667,0.350854444444445,0.110128888888889,0.288266666666667,0.437722222222222,0.149637777777778,0.385683333333333,0.544058888888889
10102,0.4711,0.40234,0.4807,0.538153333333333,0.380046666666667,0.4851,0.563546666666667,0.341293333333333,0.4931,0.60884,0.323326666666667,0.4973,0.630933333333333,0.276166666666667,0.5198,0.698646666666667,0.245313333333333,0.5635,0.785233333333333,0.7575,0.706966666666667,0.767,0.81686,0.696853333333333,0.7722,0.84174,0.681273333333333,0.7906,0.888013333333333,0.6735,0.7972,0.911206666666667,0.6496,0.8191,0.985473333333333,0.62384,0.8508,1.0854,0.63784,0.597537333333333,0.644766666666667,0.687796444444444,0.585856444444445,0.649646666666667,0.708808888888889,0.565875111111111,0.65986,0.747616444444444,0.556573333333333,0.66516,0.767299111111111,0.533714222222222,0.683586666666667,0.830487555555555,0.525595111111111,0.710746666666667,0.919635555555556
10103,0.0963,0.0886333333333333,0.1116,0.1329,0.09006,0.1211,0.16054,0.09068,0.1403,0.221746666666667,0.0917733333333333,0.1501,0.254473333333333,0.10078,0.1836,0.34544,0.12916,0.232,0.44054,0.1899,0.177106666666667,0.1912,0.223153333333333,0.17682,0.1958,0.240646666666667,0.180573333333333,0.207,0.276746666666667,0.18162,0.2117,0.295933333333333,0.182426666666667,0.2423,0.358373333333334,0.185393333333333,0.2952,0.46456,0.1129,0.104955555555556,0.125511111111111,0.153683703703704,0.106454814814815,0.134566666666667,0.179813333333333,0.108617777777778,0.151633333333333,0.233611111111111,0.110537777777778,0.161011111111111,0.262386666666667,0.11950962962963,0.195911111111111,0.351107407407408,0.139161481481481,0.241033333333333,0.45308962962963
10104,0.32,0.268593333333333,0.3173,0.377626666666667,0.257286666666667,0.3178,0.402913333333333,0.257693333333333,0.3378,0.451706666666667,0.25754,0.3472,0.477066666666667,0.288753333333333,0.384,0.561673333333333,0.329293333333333,0.4515,0.671553333333333,0.5609,0.467813333333333,0.5379,0.635686666666667,0.46478,0.5313,0.66272,0.4605,0.5201,0.710546666666667,0.45918,0.517,0.73318,0.45598,0.5508,0.780313333333333,0.461806666666667,0.6088,0.830593333333334,0.424969230769231,0.357197692307692,0.413903846153846,0.481252564102564,0.33875,0.412653846153846,0.504978461538462,0.316220769230769,0.412811538461538,0.549191794871795,0.31251,0.4148,0.571347692307692,0.331642307692308,0.434380769230769,0.633058205128205,0.380353846153846,0.485207692307692,0.717173076923077
10105,0.0581,0.0567266666666667,0.0713,0.10406,0.0553466666666667,0.0764,0.122913333333333,0.0583266666666667,0.0882,0.159373333333333,0.0622333333333333,0.0937,0.178006666666667,0.0758933333333333,0.1207,0.243266666666667,0.0918666666666667,0.1485,0.33054,0.4921,0.461413333333333,0.4904,0.54702,0.452513333333333,0.4911,0.566653333333333,0.437333333333333,0.4928,0.60068,0.430086666666667,0.494,0.61682,0.4096,0.5082,0.666026666666667,0.388113333333333,0.5351,0.737393333333333,0.185362035225049,0.165047423352903,0.191262230919765,0.241536947162427,0.161047553816047,0.195502739726027,0.265232641878669,0.156175055446836,0.205442074363992,0.309498408349641,0.154622700587084,0.211068297455969,0.331456490541422,0.153771324200913,0.230731898238748,0.399096738421396,0.160103666014351,0.260446966731898,0.483708297455969
10106,0.1858,0.18412,0.1987,0.232413333333333,0.184733333333333,0.2075,0.252113333333333,0.186526666666667,0.2245,0.288346666666667,0.1882,0.2328,0.30512,0.20156,0.274,0.367786666666667,0.228946666666667,0.3182,0.45858,0.3837,0.37784,0.4033,0.43558,0.377273333333333,0.4113,0.458226666666667,0.377486666666667,0.4263,0.503753333333333,0.378306666666667,0.4341,0.528033333333333,0.383633333333333,0.465,0.611673333333334,0.39854,0.5051,0.732426666666667,0.263171621621622,0.258217747747748,0.283504054054054,0.316817837837838,0.259081801801802,0.293931081081081,0.33914,0.262396846846847,0.316037837837838,0.383124954954955,0.264721981981982,0.328333783783784,0.406267117117117,0.274992882882883,0.370845945945946,0.481108378378378,0.296098558558559,0.419744594594595,0.58416
10107,0.0968,0.0859866666666667,0.1124,0.177006666666667,0.0924533333333333,0.1268,0.22568,0.0957933333333333,0.1532,0.29542,0.0986733333333333,0.1681,0.32274,0.11458,0.2195,0.41508,0.132173333333333,0.3078,0.506926666666667,0.5034,0.457446666666667,0.5024,0.5663,0.448466666666667,0.5031,0.5895,0.43354,0.5047,0.632333333333333,0.426,0.5056,0.653453333333333,0.404373333333333,0.5092,0.71966,0.381473333333333,0.5163,0.82152,0.363137254901961,0.322157516339869,0.367807843137255,0.434886274509804,0.311610980392157,0.371762745098039,0.461436078431373,0.295715032679739,0.381209803921569,0.508687058823529,0.28936862745098,0.387458823529412,0.531515555555556,0.273772418300654,0.41078431372549,0.602795816993464,0.263788104575163,0.450154901960784,0.695855424836601
10108,0.0813,0.0722733333333333,0.0911,0.126093333333333,0.07334,0.0977,0.15098,0.0752733333333333,0.1127,0.202253333333333,0.0772866666666667,0.1213,0.231186666666667,0.08638,0.1479,0.3057,0.09978,0.1961,0.373393333333334,0.0935,0.0811066666666667,0.1052,0.135273333333333,0.08212,0.1116,0.16382,0.0869533333333333,0.1398,0.224446666666667,0.0904666666666667,0.1503,0.255246666666667,0.108646666666667,0.1844,0.33516,0.137453333333333,0.2355,0.420006666666667,0.08626,0.075708,0.09732,0.131412,0.0774213333333333,0.10368,0.158808,0.08152,0.12298,0.214141333333333,0.0841506666666667,0.1317,0.242750666666667,0.0955666666666667,0.16052,0.318952,0.113057333333333,0.2085,0.395677333333334
10110,0.4282,0.348193333333333,0.4143,0.468046666666667,0.324833333333333,0.4122,0.487153333333333,0.287306666666667,0.4107,0.525486666666667,0.271773333333333,0.4113,0.545846666666667,0.243066666666667,0.4189,0.615206666666667,0.231526666666667,0.4421,0.7086,0.4282,0.348193333333333,0.4143,0.468046666666667,0.324833333333333,0.4122,0.487153333333333,0.287306666666667,0.4107,0.525486666666667,0.271773333333333,0.4113,0.545846666666667,0.243066666666667,0.4189,0.615206666666667,0.231526666666667,0.4421,0.7086,0.4282,0.348193333333333,0.4143,0.468046666666667,0.324833333333333,0.4122,0.487153333333333,0.287306666666667,0.4107,0.525486666666667,0.271773333333333,0.4113,0.545846666666667,0.243066666666667,0.4189,0.615206666666667,0.231526666666667,0.4421,0.7086
