"wwf_terr_ecos","current","1.5_AVOID50R85_2024_tenth_min","1.5_AVOID50R85_2024_fiftieth_min","1.5_AVOID50R85_2024_ninetieth_min","2.0_AVOID50R26_2084_tenth_min","2.0_AVOID50R26_2084_fiftieth_min","2.0_AVOID50R26_2084_ninetieth_min","2.7_AVOID50R45_2084_tenth_min","2.7_AVOID50R45_2084_fiftieth_min","2.7_AVOID50R45_2084_ninetieth_min","3.2_AVOID50R60_2084_tenth_min","3.2_AVOID50R60_2084_fiftieth_min","3.2_AVOID50R60_2084_ninetieth_min","4.5_AVOID50R85_2084_tenth_min","4.5_AVOID50R85_2084_fiftieth_min","4.5_AVOID50R85_2084_ninetieth_min","6.0_AVOID90R85_2084_tenth_min","6.0_AVOID90R85_2084_fiftieth_min","6.0_AVOID90R85_2084_ninetieth_min","current.1","1.5_AVOID50R85_2024_tenth_max","1.5_AVOID50R85_2024_fiftieth_max","1.5_AVOID50R85_2024_ninetieth_max","2.0_AVOID50R26_2084_tenth_max","2.0_AVOID50R26_2084_fiftieth_max","2.0_AVOID50R26_2084_ninetieth_max","2.7_AVOID50R45_2084_tenth_max","2.7_AVOID50R45_2084_fiftieth_max","2.7_AVOID50R45_2084_ninetieth_max","3.2_AVOID50R60_2084_tenth_max","3.2_AVOID50R60_2084_fiftieth_max","3.2_AVOID50R60_2084_ninetieth_max","4.5_AVOID50R85_2084_tenth_max","4.5_AVOID50R85_2084_fiftieth_max","4.5_AVOID50R85_2084_ninetieth_max","6.0_AVOID90R85_2084_tenth_max","6.0_AVOID90R85_2084_fiftieth_max","6.0_AVOID90R85_2084_ninetieth_max","current.2","1.5_AVOID50R85_2024_tenth_mean","1.5_AVOID50R85_2024_fiftieth_mean","1.5_AVOID50R85_2024_ninetieth_mean","2.0_AVOID50R26_2084_tenth_mean","2.0_AVOID50R26_2084_fiftieth_mean","2.0_AVOID50R26_2084_ninetieth_mean","2.7_AVOID50R45_2084_tenth_mean","2.7_AVOID50R45_2084_fiftieth_mean","2.7_AVOID50R45_2084_ninetieth_mean","3.2_AVOID50R60_2084_tenth_mean","3.2_AVOID50R60_2084_fiftieth_mean","3.2_AVOID50R60_2084_ninetieth_mean","4.5_AVOID50R85_2084_tenth_mean","4.5_AVOID50R85_2084_fiftieth_mean","4.5_AVOID50R85_2084_ninetieth_mean","6.0_AVOID90R85_2084_tenth_mean","6.0_AVOID90R85_2084_fiftieth_mean","6.0_AVOID90R85_2084_ninetieth_mean"
-9998,14,14.4666666666667,15,17.5333333333333,14,16,18.5333333333333,14.4666666666667,16,20,14.9333333333333,17,21,14.4666666666667,18,23.5333333333333,14.4666666666667,21,27,407,341.266666666667,408,456.333333333333,332.2,408,473.466666666667,328.466666666667,407,542.2,321.866666666667,407,568.2,302.866666666667,407,646.266666666667,331.4,412,757.733333333334,83.673645642502,79.8187036552386,86.2412980895054,95.2654627933351,78.8607694320859,87.183983250458,99.4122481025909,78.0688475966152,89.5011777021722,107.565436622176,78.0213731134956,90.9379743522638,111.893047195324,78.5644421181192,96.4025124313007,126.176062112885,81.2923841926197,105.316409316933,146.263648259618
10101,328,319.2,356,443.866666666667,318.133333333333,371,491.933333333334,315.933333333333,403,563.2,315.866666666667,418,597.4,322.4,470,693.933333333334,332.8,545,816,365,365.933333333333,400,471.066666666667,376.133333333333,414,529.666666666667,389.8,439,610.466666666667,396.466666666667,461,648.933333333334,417.533333333333,528,751.8,447.4,614,891.466666666667,338.833333333333,337.122222222222,370.166666666667,463.422222222222,339.911111111111,386,517.933333333334,344.266666666667,417.666666666667,596.033333333334,347.033333333334,434.833333333333,632.655555555556,358.655555555556,495.333333333333,734.266666666667,375.877777777778,575,866.611111111112
10102,258,238.266666666667,257,269.266666666667,230.666666666667,256,276.4,205.066666666667,261,289.266666666667,200.4,263,295.733333333333,203.533333333333,278,318.533333333333,206.4,280,355.066666666667,389,367,390,426.466666666667,358,389,439.133333333333,343.466666666667,392,464.933333333333,338.866666666667,402,477.6,320.2,417,520.666666666667,301.4,455,587.733333333333,316.866666666667,295.906666666667,317.933333333333,342.84,288.964444444444,319.866666666667,352.471111111111,278.791111111111,324.866666666667,371.262222222222,275.022222222222,329.333333333333,381.128888888889,264.177777777778,341.733333333333,415.208888888889,252.688888888889,361.4,469.173333333333
10103,242,240.466666666667,249,277.133333333333,244,254,292.4,251.466666666667,264,321.866666666667,255.466666666667,271,337.6,265.866666666667,293,386.333333333333,281.866666666667,324,446.666666666667,254,254.933333333333,269,305.266666666667,258,280,327.933333333333,263.4,301,371.333333333333,266.466666666667,312,393.533333333333,274.4,347,462.266666666667,297.933333333333,400,530,248.555555555556,250.97037037037,260.777777777778,295.622222222222,253.762962962963,269.444444444444,316.192592592593,258.503703703704,287.111111111111,355.311111111111,261.281481481482,296.555555555556,375.57037037037,271.607407407407,328,439.733333333333,291.496296296296,375.555555555556,505.874074074074
10104,185,180,191,213.6,178,192,226.066666666667,174,196,253.066666666667,171.466666666667,197,268.266666666667,165.466666666667,203,314.733333333333,167.866666666667,216,357.866666666667,416,337.6,383,537.733333333333,318.333333333333,372,582.533333333334,284.4,353,667.133333333334,267.8,348,710.4,241.266666666667,335,819.866666666667,245.133333333333,358,950.133333333334,286.307692307692,241.310256410256,269.346153846154,366.210256410256,229.407692307692,265,395.861538461539,213.220512820513,259.615384615385,452.292307692308,209.1,258.884615384615,481.358974358974,203.115384615385,262.038461538462,562.266666666667,204.676923076923,274.115384615385,643.75641025641
10105,229,233.8,247,257.8,235.733333333333,254,268.4,238.666666666667,267,288.133333333333,240.6,274,297.733333333333,245.933333333333,297,331.133333333333,258.4,324,383.866666666667,637,655,687,739.466666666667,662.933333333333,716,779.4,678.666666666667,756,858.8,689.8,776,900,721.066666666667,846,1036.2,783.733333333333,953,1223.2,351.843444227006,351.676842791911,374.606653620352,403.841356816699,352.789432485323,383.79843444227,424.868884540117,356.508284409654,401.972602739726,466.899021526419,359.116764514025,411.724070450098,489.043183300718,370.525896934116,446.009784735812,562.194259621657,391.8357469015,498.892367906067,654.323026744945
10106,183,178.933333333333,186,210.6,177,189,220.133333333333,174.666666666667,199,240.933333333333,173.066666666667,201,253.666666666667,173.266666666667,208,289.733333333333,174.466666666667,224,333.8,309,302.933333333333,324,365.466666666667,300.4,329,386.666666666667,307.733333333333,346,427,307.6,352,447.2,308.133333333333,374,515.733333333333,308,406,603.866666666667,251.797297297297,244.683783783784,261.027027027027,293.346846846847,243.831531531532,265.405405405405,309.174774774775,244.618018018018,275.297297297297,340.454054054054,245.318018018018,280.716216216216,356.945045045045,248.525225225225,298.581081081081,410.648648648649,254.524324324324,328.391891891892,480.254954954955
10107,250,245.266666666667,270,318.666666666667,246.666666666667,273,340.266666666667,252.2,283,380.4,255.266666666667,288,401.466666666667,265.933333333333,305,469.666666666667,281.466666666667,333,544,429,373.866666666667,421,536.866666666667,377.2,418,576.266666666667,385.133333333333,456,650.933333333334,388.133333333333,468,689.266666666667,399.2,538,795.333333333334,414.266666666667,616,917.466666666667,318.117647058824,308.77385620915,328.705882352941,394.571241830065,308.130718954248,333.941176470588,423.142483660131,311.172549019608,347.019607843137,477.750326797386,313.566013071895,353.862745098039,505.369934640523,321.469281045752,377.803921568627,588.249673202614,334.750326797386,412.725490196078,681.104575163399
10108,298,297.733333333333,309,347.533333333333,302.466666666667,313,368.2,309,327,414,311,332,438.4,317,354,513.866666666667,331.733333333333,395,592.6,315,305.2,321,373,306.2,327,393.866666666667,317.933333333333,338,448.533333333333,321.333333333333,350,477.8,329.466666666667,383,554.4,342.866666666667,433,640.8,305.8,301.8,315.4,358.64,303.626666666667,319.6,379.866666666667,314.173333333333,332.8,429.506666666667,316.853333333333,340.4,455.653333333333,323.706666666667,368.6,532.066666666667,337.813333333333,414,613.866666666667
10110,276,266.933333333333,282,290,265.933333333333,283,295,265,286,307.733333333333,263.4,288,316.466666666667,260.333333333333,303,345.8,262.733333333333,328,384.866666666667,276,266.933333333333,282,290,265.933333333333,283,295,265,286,307.733333333333,263.4,288,316.466666666667,260.333333333333,303,345.8,262.733333333333,328,384.866666666667,276,266.933333333333,282,290,265.933333333333,283,295,265,286,307.733333333333,263.4,288,316.466666666667,260.333333333333,303,345.8,262.733333333333,328,384.866666666667
