"wwf_terr_ecos","current","1.5_AVOID50R85_2024_tenth_min","1.5_AVOID50R85_2024_fiftieth_min","1.5_AVOID50R85_2024_ninetieth_min","2.0_AVOID50R26_2084_tenth_min","2.0_AVOID50R26_2084_fiftieth_min","2.0_AVOID50R26_2084_ninetieth_min","2.7_AVOID50R45_2084_tenth_min","2.7_AVOID50R45_2084_fiftieth_min","2.7_AVOID50R45_2084_ninetieth_min","3.2_AVOID50R60_2084_tenth_min","3.2_AVOID50R60_2084_fiftieth_min","3.2_AVOID50R60_2084_ninetieth_min","4.5_AVOID50R85_2084_tenth_min","4.5_AVOID50R85_2084_fiftieth_min","4.5_AVOID50R85_2084_ninetieth_min","6.0_AVOID90R85_2084_tenth_min","6.0_AVOID90R85_2084_fiftieth_min","6.0_AVOID90R85_2084_ninetieth_min","current.1","1.5_AVOID50R85_2024_tenth_max","1.5_AVOID50R85_2024_fiftieth_max","1.5_AVOID50R85_2024_ninetieth_max","2.0_AVOID50R26_2084_tenth_max","2.0_AVOID50R26_2084_fiftieth_max","2.0_AVOID50R26_2084_ninetieth_max","2.7_AVOID50R45_2084_tenth_max","2.7_AVOID50R45_2084_fiftieth_max","2.7_AVOID50R45_2084_ninetieth_max","3.2_AVOID50R60_2084_tenth_max","3.2_AVOID50R60_2084_fiftieth_max","3.2_AVOID50R60_2084_ninetieth_max","4.5_AVOID50R85_2084_tenth_max","4.5_AVOID50R85_2084_fiftieth_max","4.5_AVOID50R85_2084_ninetieth_max","6.0_AVOID90R85_2084_tenth_max","6.0_AVOID90R85_2084_fiftieth_max","6.0_AVOID90R85_2084_ninetieth_max","current.2","1.5_AVOID50R85_2024_tenth_mean","1.5_AVOID50R85_2024_fiftieth_mean","1.5_AVOID50R85_2024_ninetieth_mean","2.0_AVOID50R26_2084_tenth_mean","2.0_AVOID50R26_2084_fiftieth_mean","2.0_AVOID50R26_2084_ninetieth_mean","2.7_AVOID50R45_2084_tenth_mean","2.7_AVOID50R45_2084_fiftieth_mean","2.7_AVOID50R45_2084_ninetieth_mean","3.2_AVOID50R60_2084_tenth_mean","3.2_AVOID50R60_2084_fiftieth_mean","3.2_AVOID50R60_2084_ninetieth_mean","4.5_AVOID50R85_2084_tenth_mean","4.5_AVOID50R85_2084_fiftieth_mean","4.5_AVOID50R85_2084_ninetieth_mean","6.0_AVOID90R85_2084_tenth_mean","6.0_AVOID90R85_2084_fiftieth_mean","6.0_AVOID90R85_2084_ninetieth_mean"
-9998,0,1.46666666666667,2,3,1,2,3,1,2,3,0.466666666666667,2,3,0,2,3,0,1,3,283,248.466666666667,276,315.133333333333,236.333333333333,273,326.2,227,269,345.8,224.466666666667,265,356.333333333333,213,256,392.533333333333,197.266666666667,260,443.733333333333,74.1219576027218,74.8049725202827,80.5433132687778,86.9701125359853,74.3043531361773,81.7333158858937,90.3816452935531,73.1996161563291,83.7783302800314,96.3507284306028,72.5206664921923,84.7597487568699,99.1356887376777,69.5969641455117,87.1355666056006,107.007816452936,64.0933438017971,89.0062810782518,117.315449707755
10101,813,708.8,789,899.666666666667,661.2,761,930.933333333333,582.6,731,972.6,546.866666666667,717,991.266666666667,438.733333333333,672,1052.2,320.933333333333,593,1138.2,906,815.133333333333,888,976.4,760.866666666667,871,981.6,675.666666666667,847,1009.8,636.8,836,1027.46666666667,524,800,1087.46666666667,409.4,724,1174.73333333333,872.166666666667,766.411111111111,848.333333333333,948.066666666667,714.466666666667,829.166666666667,964.466666666666,624.266666666667,802,997.288888888889,583.555555555556,789.333333333333,1014.18888888889,468.477777777778,743.333333333333,1072.32222222222,348.155555555556,663.833333333333,1158.6
10102,59,45.2,61,77.9333333333334,40.0666666666667,60,83.5333333333334,31.4666666666667,59,93.8,28.4666666666667,59,98.9333333333334,20.4666666666667,57,113,9.46666666666667,48,123.666666666667,268,215.533333333333,267,343.666666666667,195.133333333333,265,370.733333333333,164.4,263,421.866666666667,150.466666666667,262,441.533333333333,116.466666666667,256,497.866666666667,84.3333333333334,245,556.333333333333,102.666666666667,81.48,104.8,133.942222222222,73.0222222222222,103.266666666667,144.217777777778,59.64,102.133333333333,163.631111111111,53.4444444444445,101.066666666667,172.946666666667,37.8311111111111,98.5333333333333,197.884444444445,23.1377777777778,94.2666666666667,222.995555555556
10103,434,418.866666666667,446,462.933333333333,412.333333333333,447,472.066666666667,400.2,448,490.866666666667,394.666666666667,450,500,375.466666666667,456,531,339.8,458,576.733333333333,589,564.8,592,641.866666666667,553.2,589,659.133333333333,534.466666666667,581,691.666666666667,525.933333333333,578,708.4,483.4,569,762.333333333333,423.4,561,827.266666666667,552.888888888889,531.577777777778,561.111111111111,602.607407407407,522.140740740741,560.444444444444,618.288888888889,504.392592592593,555.888888888889,648.251851851852,495.548148148148,553.777777777778,663.518518518519,459.792592592593,545.777777777778,713.133333333333,402.125925925926,534.222222222222,777.4
10104,105,88.9333333333333,105,134.533333333333,82.9333333333333,104,144,72.4,102,162.533333333333,67.8666666666667,102,171.066666666667,54.4,100,197.8,38.8666666666667,97,228.266666666667,341,286,331,396.266666666667,266.4,325,415.333333333333,231.933333333333,316,452,216.4,315,470.6,165.066666666667,301,504.133333333333,113,284,551.933333333333,261.346153846154,220.105128205128,258.307692307692,308.023076923077,204.987179487179,255.423076923077,322.148717948718,178.497435897436,248.615384615385,346.682051282051,165.917948717949,245.423076923077,357.923076923077,128.512820512821,234.423076923077,384.933333333333,87.8948717948719,221.730769230769,417.533333333333
10105,179,162.466666666667,187,205.2,155.466666666667,189,213.266666666667,143.2,192,229.4,136.666666666667,194,238,119.066666666667,199,265.2,97.4666666666667,207,305.066666666667,1455,1391,1499,1581.4,1367.33333333333,1507,1622.93333333333,1314.86666666667,1533,1707.93333333333,1284.6,1547,1752.2,1202.8,1573,1894.33333333333,1053.86666666667,1624,2099.53333333333,664.428571428571,619.650750163079,693.360078277886,740.59217221135,601.581082844097,700.716242661448,764.56960208741,567.494194390085,713.187866927593,807.467971298108,550.243705153294,718.808219178082,828.704631441618,494.889497716895,735.133072407045,896.388780169602,423.553555120678,753.301369863014,992.219178082192
10106,254,219.4,250,282.266666666667,205.2,247,285.866666666667,182.533333333333,242,294.066666666667,171.933333333333,239,297.666666666667,141.266666666667,231,311,107.133333333333,221,330,489,449.333333333333,482,512.733333333333,433.8,472,520.333333333333,407.2,463,528.2,391.866666666667,458,527.933333333333,343.133333333333,434,534.066666666667,292.866666666667,406,546.066666666667,368.432432432432,340.169369369369,367.445945945946,391.748648648649,329.226126126126,364.824324324324,398.249549549549,309.307207207207,358.797297297297,409.371171171171,299.121621621622,355.594594594595,414.478378378378,265.287387387387,343.459459459459,429.032432432432,220.655855855856,325.256756756757,444.427027027027
10107,213,183.933333333333,220,259.2,173.733333333333,222,270.533333333333,155.466666666667,225,287.333333333333,146.866666666667,227,295.733333333333,122.6,232,322.866666666667,95.4666666666667,238,361.333333333333,626,590.466666666667,630,677.933333333333,571.266666666667,622,687.733333333333,553.4,619,711.6,510.866666666667,609,716.266666666667,442.6,592,752.6,335.066666666667,582,805.866666666667,369.862745098039,326.014379084967,377.196078431373,423.177777777778,308.81568627451,377.647058823529,437.856209150327,277.840522875817,378.21568627451,463.641830065359,262.566013071895,378.117647058824,475.592156862745,218.284967320261,375.019607843137,509.894117647059,165.653594771242,368.098039215686,558.665359477124
10108,681,668.733333333333,697,730.266666666667,647.666666666667,698,743.6,600.733333333333,692,774.4,578.466666666667,690,790.066666666667,509.8,678,822.866666666667,425.2,641,861.866666666667,710,695.8,727,777.4,681.2,732,800.933333333333,648.933333333333,737,845.933333333334,633.333333333333,737,869.466666666667,586.466666666667,729,936.8,517.133333333333,722,1026.86666666667,699.4,684.026666666667,713.4,759.92,667.6,715.2,778.48,630.96,713,816.08,613.506666666667,711.8,833.733333333333,559.76,706.6,879.506666666667,487.2,688,940.720000000001
10110,250,219.333333333333,250,314.4,208.266666666667,250,336.933333333333,189.6,248,380.4,181.066666666667,247,401.866666666667,156.8,246,459.533333333334,128.466666666667,243,500.266666666667,250,219.333333333333,250,314.4,208.266666666667,250,336.933333333333,189.6,248,380.4,181.066666666667,247,401.866666666667,156.8,246,459.533333333334,128.466666666667,243,500.266666666667,250,219.333333333333,250,314.4,208.266666666667,250,336.933333333333,189.6,248,380.4,181.066666666667,247,401.866666666667,156.8,246,459.533333333334,128.466666666667,243,500.266666666667
